CID,sn_ra,sn_dec,zCMB,HOST_LOGMASS,IS_CALIBRATOR,pgc,galaxy_name,match_sep_arcsec,log_2Vm,e_log_2Vm,u_log_2Vm,vmax_apparent,VHI,e_VHI,m21,logR25,inclination_deg,v_rot,v_rot_log,mtype,v_rot_alfalfa,w50_alfalfa,v_rot_sparc,v_rot_deep,v_rot_source
2001fe,144.488,25.4948,0.01448,9.95617,0,27437.0,UGC5129,13.39546191815567,2.447999954223633,0.0299999993294477,0.0,140.2716671123928,4061.0,6.0,16.06999969482422,0.2899999916553497,61.18419211769342,160.0957231898504,160.0957231898504,Sa,,,,160.0957231898504,HyperLEDA
2013fa,310.973,12.5144,0.01429,8.70972,0,65269.0,NGC6956,10.988430279225692,2.4719998836517334,0.0299999993294477,0.0,148.24152976204147,4650.0,8.0,14.800000190734863,0.0900000035762786,36.47784060460967,249.3500011621686,249.3500011621686,SBb,,,,249.3500011621686,HyperLEDA
2000dm,274.746,16.2482,0.01472,7.0,0,61722.0,UGC11198,5.082361655806896,,,,,,,,0.6299999952316284,82.8302997375025,,,Sab,,,,,None
PSNJ2043531,310.972,12.5085,0.01449,7.58761,0,65269.0,NGC6956,10.554619841522673,2.4719998836517334,0.0299999993294477,0.0,148.24152976204147,4650.0,8.0,14.800000190734863,0.0900000035762786,36.47784060460967,249.3500011621686,249.3500011621686,SBb,,,,249.3500011621686,HyperLEDA
2011df,291.89,54.3865,0.01402,9.78368,0,63229.0,NGC6801,59.40841691194901,2.413000106811523,0.0199999995529651,0.0,129.41067758525196,4362.0,7.0,15.630000114440918,0.2800000011920929,60.31645361613234,148.95785719686157,148.95785719686157,Sc,,,,148.95785719686157,HyperLEDA
2005el,77.953,5.1943,0.01483,8.06485,0,16899.0,NGC1819,46.602472037457424,2.433000087738037,0.0289999991655349,0.0,135.50960897077275,4477.0,8.0,16.209999084472656,0.1599999964237213,47.47215110988318,183.87925324415937,183.87925324415937,SO,,,,183.87925324415937,HyperLEDA
2001cn,281.574,-65.7616,0.01509,10.0603,0,62381.0,IC4758,21.1039711903372,,,,,,,,0.2399999946355819,56.58550530533143,,,Sc,,,,,None
2005de,270.597,26.0521,0.01495,7.0,0,61310.0,UGC11097,33.13477931113282,2.447000026702881,0.0280000008642673,0.0,139.94907458657843,4594.0,9.0,15.619999885559082,0.5099999904632568,76.0874474873425,144.17872643472407,144.17872643472407,Sb,,,,144.17872643472407,HyperLEDA
SN2017jl,14.3829,30.1852,0.01529,8.7366,0,1893657.0,,6.362546659955979,,,,,,,,0.2300000041723251,55.57973309955202,,,,,,,,None
ASASSN-16ad,24.8836,33.8268,0.01522,8.61292,0,6137.0,CGCG521-62,16.280110564741246,2.1679999828338623,0.0270000007003545,0.0,73.61562221186853,4837.0,6.0,16.8700008392334,0.2300000041723251,55.57973309955202,89.24040267677626,89.24040267677626,Sbc,,,,89.24040267677626,HyperLEDA
ATLAS16cxr,272.027,25.4088,0.01518,7.98113,0,,,,,,,,,,,,,,,,,,,,None
iPTF16auf,217.788,27.236,0.01566,9.05163,0,51877.0,MCG5-34-061,5.408326913205254,2.059999942779541,0.0640000030398368,0.0,57.407673511097,4465.0,6.0,15.550000190734863,0.2899999916553497,61.18419211769342,65.52087956609097,65.52087956609097,Sb,,,,65.52087956609097,HyperLEDA
2008bc,144.63,-63.9738,0.01572,9.92086,0,90108.0,RKK1524,43.65538225680256,,,,,,,,0.1299999952316284,43.235793359656256,,,Sc,,,,,None
2011im,341.105,-0.1672,0.01493,10.5259,0,69630.0,NGC7364,21.566789283633508,2.5399999618530273,0.0209999997168779,0.0,173.3684099981647,4850.0,6.0,15.149999618530272,0.1700000017881393,48.76560643100902,230.53715882754184,230.53715882754184,SO-a,,,,230.53715882754184,HyperLEDA
1999ej,20.7391,33.4661,0.01534,10.0866,0,5037.0,NGC495,26.85775865558108,,,,,,,,0.1500000059604644,46.12309276496313,,,SO-a,,,,,None
2001en,21.3454,34.0251,0.01534,9.47732,0,5268.0,NGC523,31.44206100115726,2.6480000019073486,0.0230000000447034,0.0,222.31563471092736,4750.0,6.0,15.029999732971191,0.5099999904632568,76.0874474873425,229.03463401838636,229.03463401838636,,,,,229.03463401838636,HyperLEDA
2001V,179.354,25.2025,0.01592,10.9081,0,37591.0,NGC3987,67.02842680546763,2.7130000591278076,0.0170000009238719,0.0,258.2082197902581,4501.0,5.0,15.170000076293944,0.6399999856948853,83.45284089474015,259.90321927221294,259.90321927221294,Sb,,,,259.90321927221294,HyperLEDA
2008ec,345.819,8.8722,0.01506,10.6407,0,70348.0,NGC7469,19.626675724877924,2.5309998989105225,0.0289999991655349,0.0,169.81259676840983,4916.0,6.0,16.309999465942383,0.0799999982118606,34.51186683094512,299.71675972661376,299.71675972661376,SBa,,,,299.71675972661376,HyperLEDA
2008eo,10.4668,32.9903,0.01539,9.01416,0,2504.0,UGC442,7.000485697441819,2.2829999923706055,0.0160000007599592,0.0,95.93343534822012,4929.0,4.0,15.81999969482422,0.2599999904632568,58.50598699409827,112.5061864857151,112.5061864857151,Scd,,,,112.5061864857151,HyperLEDA
2009nq,348.821,19.0229,0.01527,10.1323,0,70832.0,NGC7549,69.60139079070882,2.371000051498413,0.06700000166893,0.0,117.48165497332788,4685.0,5.0,16.309999465942383,0.4399999976158142,71.98438585328682,123.53846573804722,123.53846573804722,SBc,,,,123.53846573804722,HyperLEDA
2005al,207.501,-30.5762,0.01629,10.2599,0,49090.0,NGC5304,22.169853404889192,,,,,,,,0.1400000005960464,44.71307114039239,,,E-SO,,,,,None
2013hn,207.247,-30.2907,0.01629,11.5,0,49025.0,IC4329,92.81961215162256,,,,,,,,0.25,57.56031600718797,,,E-SO,,,,,None
2001bf,270.392,26.2506,0.01556,10.1288,0,61289.0,MCG4-42-022,10.644510322250536,,,,,,,,,,,,E-SO,,,,,None
ASASSN-15oh,337.675,39.2932,0.01579,10.1993,0,69028.0,MCG6-49-027,16.35574516815609,,,,,,,,0.1000000014901161,38.31727915996693,,,,,,,,None
1994S,187.841,29.1344,0.01619,10.2053,0,41438.0,NGC4495,16.551302063555937,2.5290000438690186,0.0199999995529651,0.0,169.03243517731931,4550.0,6.0,14.5600004196167,0.3499999940395355,65.94311571372272,185.11095180285997,185.11095180285997,Sab,,,,185.11095180285997,HyperLEDA
1999aa,126.925,21.4874,0.01579,10.8086,0,23725.0,NGC2595,29.640000000011923,2.5169999599456787,0.0439999997615814,0.0,164.42580027324868,4312.0,6.0,14.770000457763672,0.1400000005960464,44.71307114039239,233.70649019029415,233.70649019029415,SBc,,,,233.70649019029415,HyperLEDA
2002cs,281.75,45.7055,0.01538,7.0,0,62395.0,NGC6702,33.07325203259495,,,,,,,,0.0599999986588954,30.09793122596416,,,E,,,,,None
iPTF14bdn,202.687,32.7618,0.01636,7.76651,0,47490.0,UGC8503,5.768049930385166,,,,,,,,0.1800000071525573,50.00806395299904,,,Irr,,,,,None
2007ss,190.275,50.3913,0.01619,10.31,0,42530.0,NGC4617,8.454135082925903,2.6459999084472656,0.0280000008642673,0.0,221.29413953074192,4655.0,8.0,14.739999771118164,0.7300000190734863,90.0,221.29413953074192,221.29413953074192,Sb,,,,221.29413953074192,HyperLEDA
2010kg,70.035,7.35,0.01595,10.2421,0,15774.0,NGC1633,11.236102527113417,2.1570000648498535,0.0199999995529651,0.0,71.77448238521322,4989.0,10.0,16.15999984741211,0.0799999982118606,34.51186683094512,126.68091590925424,126.68091590925424,,,,,126.68091590925424,HyperLEDA
2013fw,318.437,13.576,0.0157,9.7636,0,66378.0,NGC7042,14.546477236530103,2.4790000915527344,0.0219999998807907,0.0,150.6503329675923,5082.0,8.0,15.869999885559082,0.0599999986588954,30.09793122596416,300.41174824456976,300.41174824456976,Sb,,,,300.41174824456976,HyperLEDA
2013Q,356.783,29.4865,0.01612,7.0,0,72387.0,NGC7753,46.71241804918377,2.5179998874664307,0.025000000372529,0.0,164.80481338481007,5168.0,5.0,14.34000015258789,0.4799999892711639,74.37436461439302,171.12938766175174,171.12938766175174,,,,,171.12938766175174,HyperLEDA
iPTF13dge,75.8962,1.5715,0.01581,10.6697,0,16654.0,NGC1762,29.221608443048854,2.5840001106262207,0.0240000002086162,0.0,191.8536716163065,4633.0,6.0,15.739999771118164,0.1899999976158142,51.20352326028178,246.1630198943402,246.1630198943402,Sc,,,,246.1630198943402,HyperLEDA
2007fs,330.418,-21.5082,0.01633,10.4452,0,67855.0,ESO601-5,36.343780761079664,2.4660000801086426,0.0149999996647238,0.0,146.20764586118307,5154.0,6.0,15.43000030517578,0.7200000286102295,90.0,146.20764586118307,146.20764586118307,Sbc,,,,146.20764586118307,HyperLEDA
SN2016gfr,274.898,23.7862,0.0163,9.56317,0,1693718.0,,4.564252403027178,,,,,,,,0.1800000071525573,50.00806395299904,,,,,,,,None
ASASSN-16ip,36.8407,-23.9287,0.01632,9.75333,0,9338.0,ESO479-7,2.0056919005544094,,,,,,,,0.0900000035762786,36.47784060460967,,,SO-a,,,,,None
2007A,6.3194,12.8868,0.01646,10.123,1,1583.0,NGC105,11.100720697322522,,,,,,,,0.1700000017881393,48.76560643100902,,,,,,,,None
PSNJ0107203,16.8346,32.3997,0.01601,11.0223,0,3981.0,NGC382,57.72486465986513,,,,,,,,0.0299999993294477,21.507541089430337,,,,,,,,None
1998ef,15.862,32.2368,0.0161,10.3088,0,3773.0,UGC646,9.057615580281835,2.555999994277954,0.0289999991655349,0.0,179.8746652079329,5298.0,8.0,17.520000457763672,0.3899999856948852,68.76309351277135,192.979793481219,192.979793481219,SBb,,,,192.979793481219,HyperLEDA
ASASSN-15ti,46.2858,37.9,0.01671,8.44463,0,,,,,,,,,,,,,,,,,,,,None
ASASSN-15od,35.8049,-4.5172,0.01678,9.51783,0,9069.0,MCG-1-07-004,2.0750903594647507,,,,,,,,0.209999993443489,53.46706408792203,,,SBc,,,,,None
1996bv,94.0542,57.0525,0.01673,10.0622,0,18747.0,UGC3432,10.804832252228357,2.421999931335449,0.0199999995529651,0.0,132.12041697706886,4997.0,7.0,15.710000038146973,0.4799999892711639,74.37436461439302,137.1906899473181,137.1906899473181,Sc,,,,137.1906899473181,HyperLEDA
1997Y,191.381,54.7381,0.01661,10.0796,0,42998.0,NGC4675,5.815977991679834,2.5230000019073486,0.0289999991655349,0.0,166.71320711379397,4793.0,9.0,16.010000228881836,0.5,75.52248781407008,172.1806599318805,172.1806599318805,SBb,,,,172.1806599318805,HyperLEDA
2001da,358.387,8.1174,0.01658,10.1168,0,72775.0,NGC7780,13.409310198543436,,,,,,,,0.3000000119209289,62.028717999378486,,,SBab,,,,,None
ASASSN-15kx,334.049,37.4738,0.01697,10.5578,0,68459.0,MCG6-49-001,3.1292810676126197,,,,,,,,0.3600000143051147,66.67142237937365,,,,,,,,None
2000dk,16.848,32.4064,0.01649,10.0012,0,3981.0,NGC382,10.792664175249309,,,,,,,,0.0299999993294477,21.507541089430337,,,,,,,,None
2007fb,359.218,5.5088,0.0168,9.6287,0,72995.0,UGC12859,9.44152530063018,2.510999917984009,0.0219999998807907,0.0,162.16977804910394,5401.0,5.0,16.15999984741211,0.4399999976158142,71.98438585328682,170.5305017520766,170.5305017520766,Sbc,,,,170.5305017520766,HyperLEDA
2006ef,31.0813,-8.7284,0.01694,7.8489,0,7889.0,NGC809,27.34684625326152,,,,,,,,0.1199999973177909,41.68377078099997,,,SO,,,,,None
2008C,104.298,20.4371,0.01709,10.0322,0,19913.0,UGC3611,1.2781236246326635,2.5820000171661377,0.0260000005364418,0.0,190.97214296848216,4983.0,11.0,16.459999084472656,0.3600000143051147,66.67142237937365,207.97425016450268,207.97425016450268,SO-a,,,,207.97425016450268,HyperLEDA
2004fz,30.2767,31.8789,0.01646,7.0,0,7657.0,NGC783,17.00870365429135,1.781999945640564,0.06700000166893,0.0,30.26703994925398,5189.0,5.0,15.3100004196167,0.209999993443489,53.46706408792203,37.66830424997041,37.66830424997041,Sc,,,,37.66830424997041,HyperLEDA
2006ax,171.014,-12.2914,0.01774,10.997,0,35006.0,NGC3663,56.028578422217386,2.5,0.0379999987781047,0.0,158.11388300841898,5040.0,9.0,15.289999961853027,0.1400000005960464,44.71307114039239,224.73505123191023,224.73505123191023,Sbc,,,,224.73505123191023,HyperLEDA
1998V,275.656,15.7021,0.01718,10.5657,0,61792.0,NGC6627,27.045029117994165,1.899999976158142,0.061999998986721,0.0,39.71640955586627,5268.0,8.0,15.829999923706056,0.050000000745058,27.571955431350226,85.80611840638878,85.80611840638878,SBb,,,,85.80611840638878,HyperLEDA
2013gs,142.787,46.3848,0.01748,9.13025,0,27016.0,UGC5066,16.359657698156276,,,,,,,,0.3000000119209289,62.028717999378486,,,SBbc,,,,,None
2008L,49.3194,41.3827,0.01734,10.7703,0,12208.0,NGC1259,11.50234758645643,,,,,,,,0.1500000059604644,46.12309276496313,,,,,,,,None
2009le,32.3214,-23.4124,0.01739,10.7233,0,8223.0,ESO478-6,21.392082647545212,2.552999973297119,0.0340000018477439,0.0,178.63640809238748,5334.0,6.0,15.079999923706056,0.209999993443489,53.46706408792203,222.3187527233492,222.3187527233492,Sbc,,,,222.3187527233492,HyperLEDA
2000dr,15.4335,-15.5692,0.01765,7.0,0,3681.0,IC1610,23.89695378077153,,,,,,,,0.0900000035762786,36.47784060460967,,,SO-a,,,,,None
2007as,141.9,-80.1776,0.01791,10.2193,0,26840.0,ESO18-18,94.80833085739168,,,,,,,,0.1000000014901161,38.31727915996693,,,Sbc,,,,,None
1992bo,20.4925,-34.212,0.01805,10.4023,0,4972.0,ESO352-57,81.97493519364443,,,,,,,,0.3700000047683716,67.38364471362173,,,SO,,,,,None
2010ai,194.85,27.9964,0.01918,9.114,0,126792.0,,13.82069462787262,,,,,,,,0.1000000014901161,38.31727915996693,,,,,,,,None
ASASSN-17co,272.336,18.2983,0.01791,10.9028,0,61466.0,UGC11128,3.0173498304894455,,,,,,,,0.6899999976158142,87.59749691205899,,,Sab,,,,,None
PS15coh,33.9935,12.2372,0.01796,8.09212,0,,,,,,,,,,,,,,,,,,,,None
2009gf,213.905,14.2802,0.01925,10.9824,0,50946.0,NGC5525,33.79346682409647,,,,,,,,0.2599999904632568,58.50598699409827,,,SO,,,,,None
2016ffh,227.956,46.251,0.01851,10.1899,0,54242.0,MCG8-28-006,19.5133287781435,,,,,,,,0.2300000041723251,55.57973309955202,,,Sb,,,,,None
ATLAS16cpu,227.956,46.251,0.01851,10.0079,0,54242.0,MCG8-28-006,19.5133287781435,,,,,,,,0.2300000041723251,55.57973309955202,,,Sb,,,,,None
2000cu,291.087,-25.9846,0.01902,7.0,0,772902.0,,13.423620972031486,,,,,,,,0.1800000071525573,50.00806395299904,,,,,,,,None
2011fs,334.331,35.5806,0.01822,10.877,0,68500.0,UGC11975,34.38190803312205,2.4010000228881836,0.0549999997019767,0.0,125.8838530222722,6305.0,10.0,15.649999618530272,0.1199999973177909,41.68377078099997,189.29366418771505,189.29366418771505,,,,,189.29366418771505,HyperLEDA
ASASSN-16cs,102.653,31.1124,0.01839,9.10557,0,97185.0,(IRAS06474+3110),15.595499350761528,,,,,,,,,,,,,,,,,None
2006kf,55.4603,8.1569,0.01955,11.0165,0,13580.0,UGC2829,12.882235830792956,,,,,,,,0.5699999928474426,79.4067649734536,,,SO,,,,,None
2008hs,36.3734,41.8431,0.01835,11.0508,0,9201.0,NGC910,77.78330926362837,,,,,,,,0.0599999986588954,30.09793122596416,,,,,,,,None
2007au,107.942,49.8537,0.01992,9.23827,0,20364.0,UGC3725,68.01722134869942,,,,,,,,0.2599999904632568,58.50598699409827,,,E-SO,,,,,None
2016W,37.6655,42.236,0.01855,8.45606,0,9556.0,NGC946,22.94776677588779,,,,,,,,0.2199999988079071,54.54099080577416,,,SO,,,,,None
2002kf,99.3138,49.8528,0.01948,9.26363,0,19325.0,CGCG233-23,23.1317703602426,,,,,,,,0.1599999964237213,47.47215110988318,,,,,,,,None
1992bc,46.3169,-39.5596,0.01976,9.61338,0,11606.0,ESO300-9,6.944724616548862,,,,,,,,0.4699999988079071,73.78967007356067,,,Sbc,,,,,None
2009ds,177.267,-9.7291,0.02033,10.9264,0,36909.0,NGC3905,12.362346055612354,2.3440001010894775,0.0509999990463256,0.0,110.40026234849356,5758.0,9.0,15.529999732971191,0.1599999964237213,47.47215110988318,149.80721996606698,149.80721996606698,SBc,,,,149.80721996606698,HyperLEDA
2006ej,9.749,-9.0157,0.01926,10.1949,0,2332.0,IC1563,8.116674195746777,,,,,,,,0.3300000131130218,64.43478676271998,,,SO,,,,,None
2002jy,20.3178,40.4987,0.0187,10.719,0,4915.0,NGC477,72.52026475407611,2.4839999675750732,0.0219999998807907,0.0,152.39473810343188,5859.0,6.0,14.970000267028809,0.3600000143051147,66.67142237937365,165.96232776896568,165.96232776896568,SBc,,,,165.96232776896568,HyperLEDA
2016hpw,317.283,-18.1039,0.02019,7.0,0,872727.0,,8.727634272996227,,,,,,,,0.1800000071525573,50.00806395299904,,,,,,,,None
ATLAS16dqf,317.283,-18.1039,0.02019,7.75897,0,872727.0,,8.727634272996227,,,,,,,,0.1800000071525573,50.00806395299904,,,,,,,,None
2005ki,160.118,9.2023,0.02066,11.0605,0,31768.0,NGC3332,70.29024398875991,,,,,,,,0.0599999986588954,30.09793122596416,,,E-SO,,,,,None
ASASSN-15lg,198.887,3.5007,0.02121,9.66664,0,46129.0,CGCG44-42,2.7423347718249524,,,,,,,,0.4300000071525574,71.3632317815232,,,,,,,,None
2001dl,320.257,9.1807,0.01983,7.0,0,66604.0,UGC11725,8.52528005404742,2.4590001106262207,0.0820000022649765,0.0,143.8699573842388,6346.0,6.0,15.9399995803833,0.449999988079071,72.59538156068751,150.7729110779915,150.7729110779915,Sd,,,,150.7729110779915,HyperLEDA
PSNJ1602512,240.714,47.2248,0.02039,9.81701,0,56822.0,(UGC10156),24.601593444325953,,,,,,,,,,,,,,,,,None
2007st,27.177,-48.6494,0.02061,10.7947,0,6642.0,NGC692,7.248834389067707,,,,,,,,0.1199999973177909,41.68377078099997,,,SBbc,,,,,None
ASASSN-17bs,268.026,21.566,0.02014,10.0832,0,61023.0,IC1269,13.407833531268263,1.9880000352859497,0.0930000022053718,0.0,48.6373651405806,6114.0,7.0,15.239999771118164,0.1700000017881393,48.76560643100902,64.67568095298257,64.67568095298257,Sbc,,,,64.67568095298257,HyperLEDA
2010A,38.1644,0.6195,0.02079,9.92075,0,9680.0,UGC2019,6.626884637605156,2.3980000019073486,0.0820000022649765,0.0,125.01726863387648,6091.0,8.0,,0.1500000059604644,46.12309276496313,173.43503677262558,173.43503677262558,Sab,,,,173.43503677262558,HyperLEDA
2003W,146.706,16.0438,0.02087,10.9327,0,28081.0,UGC5234,3.788456149931113,2.500999927520752,0.0120000001043081,0.0,158.47834670377873,6017.0,10.0,14.81999969482422,0.1700000017881393,48.76560643100902,210.7370528757923,210.7370528757923,Sc,,,,210.7370528757923,HyperLEDA
2001br,277.607,34.1036,0.02046,7.0,0,61966.0,UGC11260,5.13824872908622,,,,,,,,0.1800000071525573,50.00806395299904,,,SBa,,,,,None
ASASSN-16lc,292.252,-51.971,0.02001,7.0,0,,,,,,,,,,,,,,,,,,,,None
AT2016eoa,5.3461,22.4354,0.01993,10.2163,0,1371.0,NGC83,8.255616270159098,,,,,,,,0.050000000745058,27.571955431350226,,,E,,,,,None
ASASSN-16lg,267.051,17.6256,0.02093,10.4449,0,60884.0,MCG3-45-025,2.241785003100194,,,,,,,,0.050000000745058,27.571955431350226,,,Sb,,,,,None
2004bw,225.945,-3.3046,0.02207,7.0,0,53750.0,MCG0-38-019,24.07329640907345,2.365000009536743,0.0199999995529651,0.0,115.86973504282626,6355.0,8.0,15.199999809265137,0.0700000002980232,32.395916947825754,216.26904278522215,216.26904278522215,SBc,,,,216.26904278522215,HyperLEDA
2008Z,145.814,36.2844,0.02146,7.0,0,2078048.0,,5.194766597253797,,,,,,,,0.5099999904632568,76.0874474873425,,,,,,,,None
2007bc,169.811,20.809,0.02187,10.5792,0,34630.0,UGC6332,34.61459229857829,,,,,,,,0.0599999986588954,30.09793122596416,,,SBa,,,,,None
SN2016ajf,49.9771,41.565,0.01978,11.5,0,12438.0,NGC1278,8.527813318812306,,,,,,,,0.050000000745058,27.571955431350226,,,E,,,,,None
2009dc,237.801,25.7078,0.02179,10.4214,0,56206.0,UGC10064,25.528932605890763,,,,,,,,0.5199999809265137,76.64742885797187,,,SO,,,,,None
2018fop,18.8255,-6.859,0.02017,7.0,0,,,,,,,,,,,,,,,,,,,,None
ASASSN-15uv,126.784,27.8116,0.02104,9.45815,0,1818608.0,,2.8244645509867334,,,,,,,,0.3499999940395355,65.94311571372272,,,,,,,,None
ASASSN-18da,52.3194,-23.9786,0.02157,7.0,0,,,,,,,,,,,,,,,,,,,,None
2006et,10.6909,-23.5584,0.0214,10.1464,0,2559.0,NGC232,10.762676247108606,2.4779999256134033,0.0649999976158142,0.0,150.30378938715555,6675.0,11.0,16.850000381469727,0.1199999973177909,41.68377078099997,226.0143326671089,226.0143326671089,SBa,,,,226.0143326671089,HyperLEDA
1999dg,227.868,13.4849,0.02263,7.0,0,54215.0,UGC9758,6.67604673445237,,,,,,,,0.0,0.0,,,SO,,,,,None
2001cp,257.761,5.8411,0.02245,11.1055,0,59769.0,UGC10738,58.9811122307428,2.739000082015991,0.0140000004321336,0.0,274.13853423115484,6722.0,6.0,15.800000190734863,0.6299999952316284,82.8302997375025,276.2989592888099,276.2989592888099,Sbc,,,,276.2989592888099,HyperLEDA
1995ak,41.4535,3.2306,0.02193,10.0066,0,10448.0,IC1844,8.441895521739106,2.4690001010894775,0.0179999992251396,0.0,147.22111595816983,6811.0,6.0,,0.4099999964237213,70.08767526333723,156.58241320121903,156.58241320121903,Sbc,,,,156.58241320121903,HyperLEDA
2009na,161.756,26.5439,0.02209,9.88571,0,32206.0,UGC5884,19.142925586193517,2.4119999408721924,0.0469999983906745,0.0,129.11299195340683,6269.0,16.0,15.329999923706056,0.2300000041723251,55.57973309955202,156.51698710858378,156.51698710858378,SBb,,,,156.51698710858378,HyperLEDA
ASASSN-18iu,269.418,50.0386,0.02202,7.0,0,2360876.0,,19.419618945776985,,,,,,,,0.0799999982118606,34.51186683094512,,,,,,,,None
ATLAS16dpb,44.3919,5.9782,0.02238,10.8735,0,11179.0,CGCG415-40,8.198536454777424,,,,,,,,,,,,SO,,,,,None
SNF20080514-002,202.303,11.2724,0.02292,7.0,0,47318.0,?NGC5162,18.78109687945511,,,,,,,,0.5299999713897705,77.20331779904653,,,SO,,,,,None
2006dm,355.449,-3.669,0.02161,11.0056,0,72139.0,MCG-1-60-021,9.985990186298118,1.9639999866485596,0.1230000033974647,0.0,46.02247717279746,6601.0,8.0,16.860000610351562,0.6299999952316284,82.8302997375025,46.38517011991752,46.38517011991752,,,,,46.38517011991752,HyperLEDA
2008ia,132.647,-61.2779,0.02257,10.7732,0,24848.0,ESO125-6,1.324235628516566,,,,,,,,0.0700000002980232,32.395916947825754,,,SO,,,,,None
2004bg,170.256,21.3398,0.02214,8.84045,0,34763.0,UGC6363,21.251785807407867,2.443000078201294,0.0680000036954879,0.0,138.66603020150706,6306.0,10.0,15.229999542236328,0.6399999856948853,83.45284089474015,139.57629885812537,139.57629885812537,Sc,,,,139.57629885812537,HyperLEDA
2002cu,272.71,31.109,0.02217,7.0,0,61506.0,NGC6575,106.38331636117384,,,,,,,,0.1400000005960464,44.71307114039239,,,E,,,,,None
2006cp,184.812,22.4273,0.02334,8.32354,0,39640.0,UGC7357,25.40016535389788,1.6030000448226929,0.0769999995827674,0.0,20.04333794999915,6681.0,6.0,16.09000015258789,0.1299999952316284,43.235793359656256,29.26024623203762,29.26024623203762,SBc,,,,29.26024623203762,HyperLEDA
2000fa,108.874,23.4284,0.02181,8.26184,0,20513.0,UGC3770,10.150251228436696,2.4790000915527344,0.0289999991655349,0.0,150.6503329675923,6378.0,5.0,15.3100004196167,0.4000000059604645,69.43187188696385,160.90735464865432,160.90735464865432,Irr,,,,160.90735464865432,HyperLEDA
ASASSN-16bn,47.6437,4.2697,0.02253,7.0,0,3092121.0,NPM1G+04.0107,43.89474683834822,,,,,,,,,,,,,,,,,None
ASASSN-17aj,173.294,-10.2218,0.02253,7.0,0,35664.0,MCG-2-30-003,24.52733984760234,2.4809999465942383,0.0280000008642673,0.0,151.34565279389082,6413.0,7.0,16.5,0.6000000238418579,81.07702271650687,153.1997151283844,153.1997151283844,Sb,,,,153.1997151283844,HyperLEDA
AT2017cfb,208.528,9.4128,0.02382,8.97146,0,49394.0,CGCG73-94,31.20010256394654,,,,,,,,0.1199999973177909,41.68377078099997,,,,,,,,None
2006bq,279.995,39.9824,0.02226,11.2189,0,62220.0,!NGC6685,3.996198193425089,,,,,,,,0.1299999952316284,43.235793359656256,,,E-SO,,,,,None
2002ef,357.873,-13.3796,0.02224,7.0,0,72641.0,NGC7761,13.114633048750662,,,,,,,,0.0599999986588954,30.09793122596416,,,SO,,,,,None
2010cr,202.354,11.7962,0.02368,10.1282,0,47337.0,NGC5177,10.256334628094116,,,,,,,,0.5699999928474426,79.4067649734536,,,,,,,,None
ASASSN-15il,239.284,-12.6733,0.02374,9.87434,0,3093568.0,NPM1G-12.0511,2.648471257232091,,,,,,,,,,,,,,,,,None
2000cn,269.418,27.8328,0.0226,10.7339,0,61173.0,UGC11064,11.79348972935814,2.303999900817871,0.0189999993890523,0.0,100.6861894988789,7030.0,10.0,15.93000030517578,0.0,0.0,,,Sc,,,,,None
2017hoq,79.8345,-17.6116,0.0235,7.0,0,,,,,,,,,,,,,,,,,,,,None
2009jb,260.925,30.4973,0.02324,7.79338,0,,,,,,,,,,,,,,,,,,,,None
2014ai,139.934,33.7637,0.02317,11.5,0,26371.0,NGC2830,100.26615780013408,2.617000102996826,0.0099999997764825,0.0,206.99988650173648,6106.0,5.0,16.43000030517578,0.1899999976158142,51.20352326028178,265.59677878336817,265.59677878336817,,,,,265.59677878336817,HyperLEDA
ASASSN-14fa,43.0961,-31.8217,0.02262,9.74865,0,10872.0,ESO416-39,18.185323752958563,,,,,,,,0.1000000014901161,38.31727915996693,,,SO,,,,,None
2004at,164.688,59.4867,0.02287,7.0,0,33040.0,NGC3470,84.88053015858289,2.4089999198913574,0.0179999992251396,0.0,128.2241781740408,6548.0,8.0,15.399999618530272,0.3799999952316284,68.08060555469923,138.21580634361322,138.21580634361322,Sbc,,,,138.21580634361322,HyperLEDA
PS15cku,21.0939,3.5876,0.02222,9.13095,0,3092255.0,NPM1G+03.0052,2.617479703859858,,,,,,,,,,,,,,,,,None
2007ci,176.441,19.7705,0.02295,10.8379,0,36670.0,NGC3873,12.808200498079906,,,,,,,,0.0299999993294477,21.507541089430337,,,E,,,,,None
2009al,162.842,8.5785,0.02328,10.7706,0,32555.0,NGC3425,66.60480463142771,,,,,,,,0.050000000745058,27.571955431350226,,,SO,,,,,None
2009cz,138.75,29.7353,0.02315,10.5159,0,26089.0,NGC2789,18.63159681833537,2.555000066757202,0.0260000005364418,0.0,179.46099490819273,6348.0,8.0,16.860000610351562,0.0599999986588954,30.09793122596416,357.863073782104,357.863073782104,SO-a,,,,357.863073782104,HyperLEDA
ASASSN-15nr,261.674,13.9098,0.02309,9.88465,0,60296.0,CGCG82-31,5.407254386342495,,,,,,,,0.0599999986588954,30.09793122596416,,,Sab,,,,,None
2004bk,204.37,4.1031,0.02405,7.0,0,48128.0,NGC5246,10.72872779028214,,,,,,,,0.1099999994039535,40.0479631355386,,,SBb,,,,,None
2018enc,229.869,-9.8806,0.0245,7.0,0,985222.0,,7.729527799205767,,,,,,,,0.2800000011920929,60.31645361613234,,,,,,,,None
2007qe,358.554,27.4093,0.0228,8.34246,0,,,,,,,,,,,,,,,,,,,,None
